,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17
Tajikistan,0.0014997429290325495,0.30143558352242644,0.21310316441259342,-1.0060900529030228,0.12993719287477315,-0.34124101394705986,0.7479510037938826,0.1025671260837813,-0.5408754180034265,0.008416411357338414,1.2198386589425483,0.0043364471817136496,-0.7309341699810398,0.08969426861215854,0.07619719935679824,-0.07802708021643544,-0.17803224409992072
Tanzania,2.4799611466094773,0.5399614628648235,1.4217010959172252,1.1459961548800992,-0.2222850084500705,-0.6202604832800954,-0.8228999752827092,0.1361251129388169,0.12787418946246945,0.29851107406223637,-0.047476185295951615,-0.2518597920940534,0.09004385825745527,0.008309419533033968,0.06547613103537235,-0.017469308285473495,-0.008086643058439444
Thailand,-0.7339375277695215,2.121358091458128,0.05358735701453504,0.6672110496529602,-0.47172303218595474,-0.6286737660982696,0.3480440730131928,-0.6269508875357378,-0.1424572686073337,0.4105227184310429,-0.41266095041971435,0.025234588231977863,0.17953955361484805,-0.009313898074501637,-0.05103901862525108,0.06098814749939101,0.052185937288499996
Timor-Leste,3.7819285095701423,0.5803490466302481,-1.536401845151494,-0.1928783573637157,-1.30740692904465,-0.04160602895867082,0.1388486302027791,-0.22032240490936486,-0.4239446618952684,0.03480802445608413,-0.2175387168656927,0.8734634009081075,-0.15486665776564632,0.08579205618898815,-0.2291505834660265,-0.02599832089314436,-0.20990974212445884
Togo,3.426852449272373,0.1516534543898494,0.412067438927139,-0.04351342107958819,-0.49850952383575275,-0.22047025998523728,-0.24822971198993152,0.38898313663529466,0.11263736915419206,-0.09612411513680111,0.2786782852195638,0.13671044369409568,0.1272892540887703,0.03215630076431406,0.08644844402094981,-0.083337337860209,-0.04088396866300387
Tonga,-2.239617101561607,-0.10037741674573572,1.0673588796257498,-2.3433237543373395,1.5382869029837376,0.6341400858601017,1.0610172015885984,-0.020561885290595903,0.7549389564450537,-0.6570971104668287,0.5805779070948348,-0.4400177784246692,0.20790600521591832,-0.5105874603048638,-0.010276540189360335,-0.20979287054806448,-0.02582965902170222
Trinidad and Tobago,-0.9879555559139652,0.6071033338733131,0.18485009125083146,-0.08014818161237704,0.04737861032975494,0.5484177928711798,0.24995153976087917,-0.5835442644205014,0.516632384285384,0.5789746603467213,0.43479536368123467,-0.16600900306439062,-0.023847443906440956,0.04974856058995253,-0.05757218435482656,0.03548573330253041,0.016396589697303225
Tunisia,-1.0521605193364738,2.0616625514454365,0.21075235907204176,-0.8544189813065314,-0.4133521652691993,-0.16236601690618785,0.7421724613922273,0.13332608754871264,-0.03544532127395803,-0.39785632138987986,-0.3329838336458272,-0.010201812904959653,-0.10506371828919768,0.016784310260529307,-0.029750158953007477,-0.003999646704122489,0.03393334063588846
Turkiye,-0.5192435008519465,0.970299796962229,-0.3671984134029113,-1.1109747266483294,0.5745673068423892,0.8091787438071568,-0.5831963210648771,0.13887900327550132,0.24616626134523736,-0.3387095971650688,-0.22272745059302776,-0.23518041277010768,0.020176528364305137,0.020565738852896608,0.026065339719899026,0.04557311153681461,0.027682539194738755
Turkmenistan,-0.6392239555013534,0.7793983532342912,1.1627549372188601,-0.6340270721995356,-0.00092043017003669,-0.8146338128798,0.5285225249746376,0.42922179270487826,0.1375197014580933,0.18983285597746213,1.0690315748354355,-0.01730051652186122,-0.3022756490770003,0.043843607510942746,-0.07338913638297355,0.021485959596592687,-0.12824673269352163
Uganda,3.72345597372409,-1.657800185776011,0.7442825356145933,1.2586169316645561,0.13361002591760593,-0.8196143768909482,-0.22281639719106167,-0.6946263802996587,-0.1888625575357943,0.7851948125919597,-0.5489091821451404,-0.08927461933820202,0.3239425235979774,0.0647047827819971,0.06303763879608569,-0.008393723101170357,-0.02350522722835825
Ukraine,-0.4160077174680849,-1.277129384551873,-0.28324580373280506,-0.5176991195893257,1.2620015580726303,0.03664629400768657,0.4094829782326725,-1.4643628990835156,-0.7028059813005336,0.6141401408095626,0.3199391775548839,-0.3390745820903732,0.45480065303054723,-0.01873333877887537,0.07582075467821518,0.01620823246143779,0.021528205924524566
United Arab Emirates,-2.393502060320533,0.8883671070263721,-0.2728775766291751,-0.5212981160330558,-0.3492074598816119,1.5102143018086864,1.0213600334060908,0.9424503772451408,0.5769173049455082,0.7272550244417912,0.0826961167001278,-0.09791560381944671,0.11360345239009807,-0.002227257184678977,0.07127212953752507,-0.11598950385635132,-0.013703817737685014
United Kingdom,-3.8912666386468495,-1.5685644769742288,-0.7705017194353085,1.0653977208001661,-0.11515399652401288,0.23637237447947754,-0.09218007979447147,0.2765234517064217,0.3040984477914275,-0.0718889829609982,0.16530276386382686,0.12205441730395544,-0.09994409685426459,-0.02497842538919073,0.018921249405794704,0.028087337741095345,-0.004209619496750829
United States,-3.982819932398634,-1.1770120683350593,-1.207493168528455,1.5735012779943012,1.2718389187892645,0.47518222350355277,0.08216957496328005,1.3440680611602387,0.8886274526051614,-0.12775885727978287,0.5865579265099213,0.0533830421811391,0.21135031363604784,0.11950846835001287,-0.045218858448791206,0.02950174731443374,0.0332637094289817
Uruguay,-2.1568865702607956,0.35547128353161517,0.4900988017171071,-0.8571627273261571,0.23957498044002545,-0.3405430318652882,0.23078444911224974,-0.0010046218362236398,-0.0057042445459739325,0.38126640263607525,-0.5379930288969353,0.09329859427787121,-0.09254806869534347,0.02303348345613215,-0.03982985463840226,0.04704574595227425,0.06132206698217524
Uzbekistan,-1.0515461848502297,1.0736086626609862,0.8707781678988888,-0.7526597832917468,0.25611783334941035,-0.42815165507941405,-0.19211959172008564,0.2901354678430111,-0.0810357436408107,0.08697100482858648,0.9775079453788157,0.08869094442283719,-0.4130012228248206,-0.03423940454517834,-0.0006299994827598462,0.008333080800378551,-0.07894779544059408
Vanuatu,0.8515866713986036,-1.3718439554120638,-0.8559521671741968,-1.9855068451641211,0.7856196465305724,0.5957847139020442,-0.012429454591761223,-0.24897472935454487,-0.8070261552950463,-0.20864419426936306,-0.3135054429650156,0.2826117961705572,0.2904630332137538,-0.12326913005243748,0.11397333143208828,-0.13936077797022334,-0.17607251150796707
"Venezuela, RB",-0.7403279313558646,-1.2077702774326815,-0.3764167189897788,-0.9705687135414495,0.8508375403739794,-0.0206417161938682,0.46850227784717036,-0.7003981682326859,-0.19336951835064722,0.4584138583651799,-0.6647707563889673,0.06786817962710584,0.12277228657484855,-0.09065443372785707,0.011570925922197599,-0.005337806668146232,-0.04322319156925939
Vietnam,1.3121752692313908,3.2673886007552153,-1.5950794353569266,1.146356441591706,-1.2154650671926912,0.5129749022140813,-0.3360558750171941,-1.0772287678083068,-0.7975826381960349,0.18482466068546455,0.05929875935130151,0.26698064526966797,-0.16689188087764031,-0.20308663326029433,-0.03263919529481753,0.05547052667830384,0.0811226460731715
"Yemen, Rep.",3.55985400364393,1.0514423985285484,-1.4387849758253752,-0.08130771150572377,-1.100129014061488,0.1348110579827234,2.153698634014874,-0.5866588338862218,-0.09557252597990032,-0.49082893409068784,-0.41459067560755974,-0.6244933037703063,0.4238221948586561,0.22158836338844395,-0.10645345922399717,0.08370568247883702,-0.03020777654036114
Zambia,3.9243844443459226,-0.30450564001538477,2.22731449619953,1.5438761038234405,0.30468799654705964,0.8060807226665627,-1.5418188133588018,0.2869230981824282,-0.7648053275292994,0.12355491484022009,0.471827046091878,0.16204787687903588,-0.0384493367193144,-0.036213281446187365,0.12429510920039774,0.08204935787606006,0.08773222036892545
Zimbabwe,3.835975048260573,-0.6396554427668567,3.048339570769452,1.7601597902458428,0.8215854911656781,0.9135008763718848,0.02946181477113935,-0.04652403584487791,-0.6082203454730939,0.029407803962901435,0.669083224957255,0.16936332157586978,0.9132003810265799,0.0029947957798631686,0.0026579369461470215,0.11072963974821093,0.17631425182735275
